n_areas,n_edges,mean_degree,median_degree,degree_q90,median_edge_dissimilarity,scale_m,covariate_moran_i,median_log_exposure,source,application,configuration
245.0,718.0,5.8612244897959185,6.0,8.0,0.9616107429531857,0.7208188819014576,0.007206085041764593,5.318993939598763,training,,117.0
245.0,718.0,5.8612244897959185,6.0,8.0,0.9722258676084115,0.7129487124890281,-0.06040078991838889,5.071989197690575,training,,118.0
188.0,547.0,5.819148936170213,6.0,8.0,0.8912203303462026,0.7777506380388405,0.043448944985019174,5.744689394738731,training,,119.0
202.0,592.0,5.861386138613861,6.0,8.0,0.9697371552959024,0.7147784085352908,0.03776169946935353,6.083670632776398,training,,120.0
290.0,848.0,5.848275862068966,6.0,8.0,0.9791416179803237,0.7079131024883822,0.011358565349094421,5.5086699101711245,training,,121.0
210.0,614.0,5.847619047619047,6.0,8.0,1.0212968228524053,0.6786931722983699,-0.033277969729653134,6.0267360084533586,training,,122.0
113.0,323.0,5.716814159292035,6.0,7.0,0.9540939249653808,0.7264978451519812,0.02571700862698441,5.412628463389468,training,,123.0
169.0,491.0,5.810650887573964,6.0,8.0,0.9437780857848751,0.7344387319435401,0.01885063140155921,5.380406960214304,training,,124.0
265.0,773.0,5.833962264150943,6.0,7.0,0.9365558814516826,0.7401023198803168,0.0708055747236591,5.158912641319455,training,,125.0
100.0,284.0,5.68,6.0,8.0,0.8712947767878044,0.7955369399956299,-0.031944499261972445,5.630873241819289,training,,126.0
220.0,644.0,5.8545454545454545,6.0,7.0,0.9809486670107026,0.7066090243765862,-0.015161456715057612,5.918057243890801,training,,127.0
228.0,665.0,5.833333333333333,6.0,8.0,0.9302621781926085,0.7451094936554874,-0.02268699760296695,4.914558313716999,training,,128.0
111.0,318.0,5.72972972972973,6.0,7.0,0.9428416589432161,0.7351681737704071,0.02513093014317315,5.864694003367225,training,,129.0
256.0,747.0,5.8359375,6.0,8.0,0.9595631257458278,0.7223570414100597,0.05327765850589242,5.86936745538515,training,,130.0
134.0,392.0,5.850746268656716,6.0,8.0,1.0224766134696632,0.6779100582142663,0.03192083945614116,5.8615491602623155,training,,131.0
142.0,412.0,5.802816901408451,6.0,8.0,0.9161120641830791,0.756618330507461,0.06874817234240195,5.3753835088144095,training,,132.0
250.0,731.0,5.848,6.0,8.0,0.9870493702131309,0.7022416522187496,-0.00029320504510955573,5.151504589817179,training,,133.0
273.0,804.0,5.8901098901098905,6.0,7.800000000000011,0.9201332754138284,0.7533117202485733,-0.01081278185558468,5.700776563465501,training,,134.0
